nombre_col,num_code,prom_valor_unitario_suelo,latitud,longitud,alcaldia,estado,no_airbnb,no_starbucks,airbnb_mean_price,flag_airbnb,flag_starbucks,valor_unitario_pred
BOSQUES DE LAS LOMAS,11910,11304.78212,19.40399006,-99.24232527,Miguel Hidalgo,CDMX,16,1,2455.1875,1,1,2435.919564998321
LEGARIA (U HAB),11940,2970.45,19.45001518,-99.20098392,Miguel Hidalgo,CDMX,237,6,2162.071729957806,1,1,5336.478828599771
LOMAS DE BEZARES,11940,5654.627436,19.39174301,-99.24135089,Miguel Hidalgo,CDMX,27,3,1194.7407407407406,1,1,3505.2606230240262
LOMAS ALTAS,11950,6148.034089,19.3976453,-99.23225212,Miguel Hidalgo,CDMX,16,1,1795.5,1,1,2438.12079641724
LOMAS DE BARRILACO (LOMAS DE CHAPULTEPEC),11950,9690.434094,19.4232067,-99.22615973,Miguel Hidalgo,CDMX,69,1,1500.2608695652175,1,1,2503.950317539338
LOMAS DE REFORMA,11950,8310.55702,19.40322,-99.2344659,Miguel Hidalgo,CDMX,13,1,2108.3846153846152,1,1,2433.4063333634463
DEPORTIVA PENSIL,11970,2950.802014,19.44989927,-99.20203783,Miguel Hidalgo,CDMX,245,6,2186.54693877551,1,1,5346.184990180543
LOMAS DE SOTELO,11200,5504.83,19.44905549,-99.2150497,Miguel Hidalgo,CDMX,66,3,960.5,1,1,3553.757903595584
ESCANDON II,11800,6089.307032,19.40013815,-99.17902124,Miguel Hidalgo,CDMX,739,5,1156.1326116373475,1,1,5428.183274404271
ARGENTINA ANTIGUA,11270,2969.344424,19.45569232,-99.20428408,Miguel Hidalgo,CDMX,28,1,734.5714285714286,1,1,2456.3426255474433
IRRIGACION,11500,5646.444358,19.44197747,-99.20846806,Miguel Hidalgo,CDMX,493,8,2224.5010141987827,1,1,6701.158033626477
VERONICA ANZURES,11300,9216.572375,19.43599028,-99.17339436,Miguel Hidalgo,CDMX,602,10,3016.270764119601,1,1,7883.552215450302
POPO,11480,2970.45,19.44574092,-99.19965227,Miguel Hidalgo,CDMX,518,9,5964.106177606178,1,1,7245.105245864718
ANAHUAC II,11320,4608.943614,19.44096709,-99.17697163,Miguel Hidalgo,CDMX,348,2,4019.847701149425,1,1,3362.7320621030094
SAN LORENZO TLACOYUCAN (PBLO),12500,349.7243564,19.17615028,-99.03236935,Milpa Alta,CDMX,0,0,0.0,0,0,1844.0185757083736
SAN AGUSTIN OHTENCO (PBLO),12600,450.9285185,19.1936118,-99.01209346,Milpa Alta,CDMX,0,0,0.0,0,0,1844.0185757083736
SAN BARTOLOME XICOMULCO (PBLO),12600,282.6011526,19.20604782,-99.06855586,Milpa Alta,CDMX,0,0,0.0,0,0,1844.0185757083736
VILLA MILPA ALTA (PBLO),12700,650.2363138,19.19223946,-99.02348393,Milpa Alta,CDMX,2,0,370.0,1,0,1845.2309249519358
SAN JERONIMO MIACATLAN (PBLO),12800,585.2124186,19.1919577,-99.00603845,Milpa Alta,CDMX,0,0,0.0,0,0,1844.0185757083736
SAN JUAN TEPENAHUAC (PBLO),12800,294.9927586,19.18792495,-98.99509822,Milpa Alta,CDMX,1,0,440.0,1,0,1843.773871676513
SANTA ANA TLACOTENCO (PBLO),12940,410.7888596,19.17467132,-98.99756864,Milpa Alta,CDMX,0,0,0.0,0,0,1844.0185757083736
SAN ANTONIO TECOMITL (PBLO),12100,670.6858363,19.2181575,-98.99447297,Milpa Alta,CDMX,2,0,257.0,1,0,1845.6079809827652
SAN FRANCISCO TECOXPA (PBLO),12700,498.9625882,19.19659512,-99.00494854,Milpa Alta,CDMX,0,0,0.0,0,0,1844.0185757083736
SAN PEDRO ATOCPAN (PBLO),12200,524.3812246,19.20121106,-99.04972581,Milpa Alta,CDMX,0,0,0.0,0,0,1844.0185757083736
SAN SALVADOR CUAUHTENCO (PBLO),12300,419.3317143,19.1922759,-99.09067351,Milpa Alta,CDMX,2,0,800.0,1,0,1843.7961099673635
CUITLAHUAC,13000,397.67,19.26082962,-99.01766111,Tlahuac,CDMX,0,0,0.0,0,0,1789.339307899228
ATOTOLCO,13040,290.77,19.26672912,-99.02408578,Tlahuac,CDMX,0,0,0.0,0,0,1789.339307899228
SAN JOSE,13040,964.22,19.27605538,-98.99586165,Tlahuac,CDMX,1,0,230.0,1,0,1789.795327464484
LA HABANA,13050,964.22,19.26796623,-98.99572608,Tlahuac,CDMX,1,0,230.0,1,0,1789.795327464484
QUIAHUATLA,13090,964.22,19.26040418,-99.00377252,Tlahuac,CDMX,0,0,0.0,0,0,1789.339307899228
LA JOYITA,13150,204.78,19.31275679,-98.97096817,Tlahuac,CDMX,2,0,654.5,1,0,1789.6023435076486
LA MESA,13150,204.78,19.31581625,-98.968008,Tlahuac,CDMX,3,0,728.0,1,0,1790.5805689917083
SANTA CATARINA (AMPL),13150,810.6362937,19.31877226,-98.96229832,Tlahuac,CDMX,2,0,887.5,1,0,1788.8248739927526
TEOZOMA,13150,204.78,19.31452813,-98.96912649,Tlahuac,CDMX,3,0,728.0,1,0,1790.5805689917083
SANTA CATARINA YECAHUIZOTL (PBLO),13180,792.2435523,19.30989999,-98.96823781,Tlahuac,CDMX,3,0,728.0,1,0,1790.5805689917083
SANTA CECILIA,13210,1019.819829,19.27932222,-99.00602359,Tlahuac,CDMX,2,0,238.0,1,0,1790.9921119752635
LA TURBA,13270,1619.3,19.29559656,-99.05813864,Tlahuac,CDMX,4,0,470.0,1,0,1792.6649367255022
VILLA CENTROAMERICANA (U HAB),13278,1531.94,19.28303367,-99.05542671,Tlahuac,CDMX,4,0,224.25,1,0,1793.4849501730805
VILLAS DE LOS TRABAJADORES (GDF) (U HAB),13278,1531.94,19.28136169,-99.05190326,Tlahuac,CDMX,3,0,205.66666666666663,1,0,1792.3234799070765
GRANJAS CABRERA,13280,1219.648651,19.30029778,-99.06276209,Tlahuac,CDMX,5,0,559.2,1,0,1793.59077477873
DEL MAR NORTE,13300,1308.37534,19.29320311,-99.05673239,Tlahuac,CDMX,4,0,470.0,1,0,1792.6649367255022
DEL MAR SUR,13300,1301.128768,19.28861111,-99.05999409,Tlahuac,CDMX,1,0,280.0,1,0,1789.6284885127895
LAS ARBOLEDAS,13300,1539.977465,19.30897027,-99.0522334,Tlahuac,CDMX,3,0,370.0,1,0,1791.7751358858404
LA ESTACION,13319,1147.844784,19.31126259,-99.0417124,Tlahuac,CDMX,0,0,0.0,0,0,1789.339307899228
UNIDADES HABITACIONALES DE SANTA ANA PONIENTE I,13319,1565.426888,19.30651048,-99.04829775,Tlahuac,CDMX,3,0,383.3333333333333,1,0,1791.730645498722
UNIDADES HABITACIONALES DE SANTA ANA PONIENTE II,13319,1448.63272,19.30320304,-99.04278046,Tlahuac,CDMX,2,0,253.0,1,0,1790.9420602897553
LA NOPALERA,13320,1542.187264,19.29803857,-99.05286926,Tlahuac,CDMX,5,0,491.2,1,0,1793.8176757530343
MIGUEL HIDALGO OTE,13360,1531.94,19.29249965,-99.04339803,Tlahuac,CDMX,5,0,1016.0,1,0,1792.0665341160493
TEMPILULI,13360,397.67,19.28165553,-99.02735533,Tlahuac,CDMX,0,0,0.0,0,0,1789.339307899228
3 DE MAYO,13429,615.5569912,19.29716475,-98.99550993,Tlahuac,CDMX,0,0,0.0,0,0,1789.339307899228
TIERRA Y LIBERTAD,13429,964.22,19.26107146,-99.00682688,Tlahuac,CDMX,0,0,0.0,0,0,1789.339307899228
SELENE 2da SECC,13430,968.5729494,19.28495134,-99.00483565,Tlahuac,CDMX,8,0,242.75,1,0,1798.3171347331559
SANTIAGO ZAPOTITLAN (PBLO),13440,931.7835304,19.29997196,-99.03499009,Tlahuac,CDMX,4,0,1162.5,1,0,1790.354217244534
LOPEZ PORTILLO,13450,816.070998,19.30246197,-99.02114047,Tlahuac,CDMX,1,1,1944.0,1,1,2309.9145679666576
LOS OLIVOS,13450,1416.489459,19.30135062,-99.05897125,Tlahuac,CDMX,9,0,555.1111111111111,1,0,1798.4983334696485
OJO DE AGUA,13450,1093.15088,19.289271,-99.01258398,Tlahuac,CDMX,0,0,0.0,0,0,1789.339307899228
SELENE (AMPL),13450,964.22,19.28661796,-98.99450584,Tlahuac,CDMX,4,0,245.0,1,0,1793.4157120081272
EL TRIANGULO,13460,744.7805306,19.28593392,-99.01465245,Tlahuac,CDMX,0,0,0.0,0,0,1789.339307899228
SELENE 1a SECC,13460,965.8234579,19.29245165,-99.00280243,Tlahuac,CDMX,7,0,242.0,1,0,1797.0961585743808
LA CONCHITA II,13509,1538.257798,19.29009293,-99.03250078,Tlahuac,CDMX,2,0,390.0,1,0,1790.4849215621125
FRANCISCO VILLA,13529,822.85,19.24836773,-99.00049446,Tlahuac,CDMX,1,0,206.0,1,0,1789.8754101612974
TIERRA BLANCA,13549,721.9337692,19.23867388,-99.00330243,Tlahuac,CDMX,1,0,206.0,1,0,1789.8754101612974
LA CONCHITA I,13600,1540.871987,19.28986281,-99.03860178,Tlahuac,CDMX,4,0,520.0,1,0,1792.4980977738078
SAN FRANCISCO TLALTENCO (PBLO),13600,1031.974865,19.29606173,-99.01735317,Tlahuac,CDMX,1,1,1944.0,1,1,2309.9145679666576
PEA ALTA,13640,697.9574807,19.23615067,-99.00147071,Tlahuac,CDMX,0,0,0.0,0,0,1789.339307899228
SAN MIGUEL ZAPOTITLA,13700,1144.494962,19.30686803,-99.03904985,Tlahuac,CDMX,2,0,1875.0,1,0,1785.5298046967869
TEPANTITLAMILCO,13700,390.25375,19.21950188,-98.97110152,Tlahuac,CDMX,0,1,0.0,0,1,2315.1777876654874
EMILIANO ZAPATA 1A,13720,653.5511261,19.21090578,-98.97197001,Tlahuac,CDMX,0,0,0.0,0,0,1789.339307899228
EMILIANO ZAPATA 2A,13720,439.94,19.2074232,-98.96834519,Tlahuac,CDMX,0,0,0.0,0,0,1789.339307899228
SAN NICOLAS TETELCO (PBLO),13730,392.4294693,19.21689603,-98.97286085,Tlahuac,CDMX,0,0,0.0,0,0,1789.339307899228
TEZONTITLA-ZOMPANTITLA,13900,727.6731148,19.29646975,-99.00284641,Tlahuac,CDMX,0,0,0.0,0,0,1789.339307899228
MIGUEL HIDALGO,13200,1540.851955,19.29458419,-99.04832627,Tlahuac,CDMX,5,0,971.2,1,0,1792.2160218167676
LA DRAGA,13273,397.67,19.28409484,-99.04313424,Tlahuac,CDMX,1,0,198.0,1,0,1789.9021043935686
JARDINES DEL LLANO-U.H. VILLA TLATEMPA,13550,820.4594302,19.23158026,-98.99170479,Tlahuac,CDMX,2,0,457.0,1,0,1790.2613573668418
AGRICOLA METROPOLITANA,13280,1531.94,19.29134347,-99.05286679,Tlahuac,CDMX,4,0,1021.25,1,0,1790.8255372830708
SAN JUAN IXTAYOPAN (PBLO),13500,820.4699076,19.24256498,-98.99652606,Tlahuac,CDMX,1,0,206.0,1,0,1789.8754101612974
SAN PEDRO TLAHUAC (PBLO),13120,923.8342529,19.26892762,-99.00453885,Tlahuac,CDMX,1,0,230.0,1,0,1789.795327464484
JAIME TORRES BODET,13530,553.3607859,19.23078031,-98.99866339,Tlahuac,CDMX,1,0,200.0,1,0,1789.8954308355007
EL ROSARIO,13540,673.1385915,19.2416746,-99.00457,Tlahuac,CDMX,1,0,206.0,1,0,1789.8754101612974
SAN ANDRES MIXQUIC (PBLO),13600,487.8926467,19.22515939,-98.96190215,Tlahuac,CDMX,1,1,225.0,1,1,2315.650491125913
EL ZACATON,14734,274.53,19.26592297,-99.24029244,Tlalpan,CDMX,1,0,800.0,1,0,1733.2140956060216
VILLA OLIMPICA LIBERADOR MIGUEL HIDALGO (U HAB),14020,10689.20628,19.29699119,-99.18709909,Tlalpan,CDMX,25,1,765.56,1,1,2288.5309838754215
ISIDRO FABELA II (ORIENTE),14049,2036.951341,19.300506,-99.17042535,Tlalpan,CDMX,83,3,766.0843373493976,1,1,3411.167960906999
PUEBLO QUIETO,14050,2840.89931,19.29909415,-99.16042165,Tlalpan,CDMX,73,4,770.7260273972603,1,1,3924.756164948719
SAN PEDRO APOSTOL (BARR),14070,2252.085895,19.29610104,-99.173931,Tlalpan,CDMX,47,0,454.3191489361702,1,0,1790.6475784025938
ZAPOTE-LUIS DONALDO COLOSIO (U HABS),14070,3252.847966,19.3001705,-99.17860711,Tlalpan,CDMX,60,1,666.2333333333333,1,1,2331.6841710210306
SECCION XVI,14080,2953.798202,19.29150145,-99.15745976,Tlalpan,CDMX,60,4,697.2166666666667,1,1,3909.0962257827423
NIO JESUS (BARR),14090,2450.0,19.28617194,-99.16163805,Tlalpan,CDMX,70,3,621.8,1,1,3395.744182199128
EMILIO PORTES GIL PEMEX PICACHO (U HAB),14200,7213.66,19.30169256,-99.21958146,Tlalpan,CDMX,14,2,1284.5,1,1,2799.1796093562784
CHICHICASPATL,14201,731.67,19.27566121,-99.24326639,Tlalpan,CDMX,1,0,360.0,1,0,1734.6822783809328
PARQUES DEL PEDREGAL,14210,9396.702381,19.30038959,-99.19193311,Tlalpan,CDMX,25,1,1322.6,1,1,2286.672264482384
CUCHILLA DE PADIERNA,14240,1053.035881,19.27605,-99.2186031,Tlalpan,CDMX,7,1,621.4285714285714,1,1,2266.9893012294933
LOMAS DE PADIERNA (AMPL),14240,4766.74,19.29699623,-99.22009923,Tlalpan,CDMX,15,0,550.0,1,0,1751.1769927672017
LOMAS DEL PEDREGAL,14240,996.73,19.27389664,-99.21831174,Tlalpan,CDMX,4,1,587.5,1,1,2263.432077146134
CONJUNTO HABITACIONAL PEDREGAL DEL LAGO,14260,4952.23,19.30905969,-99.22446628,Tlalpan,CDMX,42,2,1278.809523809524,1,1,2833.4560020233394
LOMAS DE  PADIERNA II,14260,1703.708334,19.29337288,-99.22101222,Tlalpan,CDMX,12,0,569.8333333333334,1,0,1747.4403770872111
CONDOMINIO DEL BOSQUE (FRACC)-BOSQUE DE TLALPAN,14266,6765.439567,19.29354454,-99.19028145,Tlalpan,CDMX,20,1,827.2,1,1,2282.2079111005196
ROMULO SANCHEZ-SAN FERNANDO (BARR)-PEA POBRE,14269,3247.690283,19.29696031,-99.17902992,Tlalpan,CDMX,49,0,535.7755102040817,1,0,1792.8227340102394
POPULAR STA TERESA,14280,1699.51,19.30104522,-99.22410153,Tlalpan,CDMX,15,2,860.3333333333334,1,1,2801.818438539537
HEROES DE PADIERNA I,14300,1427.1,19.28575792,-99.22412312,Tlalpan,CDMX,22,0,577.5,1,0,1759.6495825451234
BELISARIO DOMINGUEZ,14310,2450.0,19.29028594,-99.15590122,Tlalpan,CDMX,45,4,680.0666666666667,1,1,3890.8012703974155
ISIDRO  FABELA (AMPL),14330,2023.68,19.29806347,-99.17132726,Tlalpan,CDMX,61,0,610.8196721311475,1,0,1807.254073140712
TENORIOS INFONAVIT 1 Y 2 (U HAB),14330,4394.76,19.29691755,-99.11741812,Tlalpan,CDMX,47,3,673.4042553191489,1,1,3367.4319791117564
UNIDADES HABITACIONALES DE TENORIOS,14330,4394.76,19.2952792,-99.11673909,Tlalpan,CDMX,42,3,718.7142857142857,1,1,3361.163395837056
CONJUNTO URBANO CUEMANCO (U HAB),14336,5756.117072,19.29709272,-99.10539591,Tlalpan,CDMX,12,1,843.1666666666666,1,1,2272.366803917541
TORIELLO GUERRA,14350,2683.873063,19.29587238,-99.16446886,Tlalpan,CDMX,87,4,587.7701149425287,1,1,3942.4953508042317
PRADO COAPA 2A SECCION,14357,3036.598799,19.29864252,-99.13289752,Tlalpan,CDMX,62,3,904.3709677419356,1,1,3385.013475373976
VERGEL DE COYOACAN-VERGEL DEL SUR,14360,2926.667047,19.30222546,-99.13739581,Tlalpan,CDMX,61,4,690.016393442623,1,1,3910.3437302465254
JARDINES COAPA-BELISARIO DOMINGUEZ,14370,2925.04,19.30396618,-99.13331078,Tlalpan,CDMX,50,4,638.48,1,1,3897.0574296300906
VILLA DEL PUENTE FOVISSSTE  (U HAB),14370,3225.243836,19.29638053,-99.1062793,Tlalpan,CDMX,17,1,811.4117647058823,1,1,2278.5901567238798
AMSA,14380,3310.012353,19.28509467,-99.13943468,Tlalpan,CDMX,41,2,584.2439024390244,1,1,2834.550135283338
SAN BARTOLO EL CHICO,14380,2289.957442,19.28488324,-99.13098775,Tlalpan,CDMX,35,2,763.2285714285714,1,1,2826.612030534163
RANCHO LOS COLORINES (FRACC),14386,2624.01007,19.28816967,-99.13756485,Tlalpan,CDMX,37,2,519.7567567567568,1,1,2829.871399666804
EX HACIENDA SAN JUAN DE DIOS,14387,2787.394436,19.2877584,-99.13162099,Tlalpan,CDMX,46,0,726.804347826087,1,0,1788.5148767608425
RINCONADA (U HAB),14387,2789.74,19.28634003,-99.13510594,Tlalpan,CDMX,40,2,536.25,1,1,2833.4868015877005
HACIENDA SAN JUAN-RINCON DE SAN JUAN-CHIMALI,14389,3025.058646,19.29085123,-99.14372599,Tlalpan,CDMX,48,2,479.5416666666667,1,1,2843.4638547098184
ARBOLEDAS DEL SUR,14390,2616.89,19.29221828,-99.13819825,Tlalpan,CDMX,57,2,791.9122807017544,1,1,2853.432851681558
GRANJAS COAPA ORIENTE,14390,4093.301303,19.29795965,-99.10805341,Tlalpan,CDMX,22,1,765.5909090909091,1,1,2284.8604445094634
NARCISO MENDOZA-VILLA COAPA SUPER MANZANA 1 (U HAB),14390,4191.071013,19.29217522,-99.12876012,Tlalpan,CDMX,49,1,1019.6938775510204,1,1,2317.0464851142215
NARCISO MENDOZA-VILLA COAPA SUPER MANZANA 2 (U HAB),14390,3727.395264,19.28952362,-99.12743131,Tlalpan,CDMX,41,1,807.3658536585366,1,1,2307.967146868249
NARCISO MENDOZA-VILLA COAPA SUPER MANZANA 3 (U HAB),14390,3707.48,19.28761182,-99.12407659,Tlalpan,CDMX,31,0,541.9677419354839,1,0,1770.779454526315
NARCISO MENDOZA-VILLA COAPA SUPER MANZANA 6 (U HAB),14390,3720.974479,19.29255838,-99.12118325,Tlalpan,CDMX,37,2,525.4864864864865,1,1,2829.8522808247717
NARCISO MENDOZA-VILLA COAPA SUPER MANZANA 7 (U HAB),14390,3906.738715,19.29058682,-99.12372087,Tlalpan,CDMX,38,2,503.55263157894734,1,1,2831.14894799501
PRADO COAPA 3A SECCION-POTRERO ACOXPA,14390,2679.537612,19.29285757,-99.13296531,Tlalpan,CDMX,56,3,943.625,1,1,3377.5416208838383
SAUZALES CEBADALES (U HAB),14390,5247.701136,19.29810807,-99.11076899,Tlalpan,CDMX,26,3,750.5769230769231,1,1,3341.4814173679315
TRES FUENTES (U HAB),14390,2795.98,19.29825151,-99.1219379,Tlalpan,CDMX,42,3,578.2857142857143,1,1,3361.631974949958
VILLA COAPA (RDCIAL),14390,2795.98,19.2899589,-99.11913992,Tlalpan,CDMX,27,3,544.925925925926,1,1,3343.3911080465737
NUEVA ORIENTAL COAPA-EX HACIENDA COAPA,14397,3273.942787,19.2979382,-99.12855487,Tlalpan,CDMX,64,3,883.75,1,1,3387.529240472897
NARCISO MENDOZA VILLA COAPA SUPERMANZANA 8 (U HAB),14399,2837.084958,19.29569869,-99.12038184,Tlalpan,CDMX,43,3,610.8604651162791,1,1,3362.746758947403
REAL DEL SUR-VILLAS DEL SUR-RESIDENCIAL ACOXPA,14399,3085.478347,19.29983715,-99.12280731,Tlalpan,CDMX,44,4,595.3181818181819,1,1,3889.860578621761
RINCON LAS HADAS-VILLA ROYALE-FUENTES Y ARCONADA COAPA,14399,3155.352435,19.2961877,-99.12338688,Tlalpan,CDMX,49,3,577.8571428571429,1,1,3370.197756199469
PEDREGAL DE SN NICOLAS 2A SECC,14400,1304.324776,19.28879965,-99.23510963,Tlalpan,CDMX,9,0,1125.7777777777778,1,0,1741.91487709183
EL DIVISADERO,14408,730.32,19.25331267,-99.15895491,Tlalpan,CDMX,2,0,906.0,1,0,1734.0838757714798
NUEVO RENACIMIENTO DE AXALCO,14408,730.32,19.25550323,-99.16138028,Tlalpan,CDMX,2,0,906.0,1,0,1734.0838757714798
PROGRESO TLALPAN,14408,730.32,19.25292981,-99.15679187,Tlalpan,CDMX,3,0,837.3333333333334,1,0,1735.5364800081907
JARDINES DEL AJUSCO,14410,1706.379726,19.2870162,-99.21423952,Tlalpan,CDMX,20,1,584.9,1,1,2283.0164126604313
LA FAMA,14410,3786.447019,19.29104574,-99.17752588,Tlalpan,CDMX,37,0,518.6216216216217,1,0,1778.1982278294042
TLALPAN CENTRO,14410,3792.780791,19.28731886,-99.17126989,Tlalpan,CDMX,58,1,551.8103448275862,1,1,2329.6190177639705
CALVARIO CAMISETAS,14420,3530.425976,19.28851268,-99.17833842,Tlalpan,CDMX,41,0,582.4878048780488,1,0,1782.879035460342
FLORESTA-PRADO-VERGEL COAPA,14420,2979.342574,19.30342893,-99.12908282,Tlalpan,CDMX,50,3,665.44,1,1,3371.1289903010775
"MESA LOS HORNOS, TEXCALTENCO",14429,1809.71,19.27492806,-99.18469049,Tlalpan,CDMX,18,0,555.1666666666666,1,0,1754.8301889713448
COAPA-VILLA CUEMANCO,14430,2895.936204,19.29362493,-99.11099545,Tlalpan,CDMX,21,3,811.047619047619,1,1,3335.1622463021986
GRANJAS COAPA,14430,4546.269066,19.29581918,-99.11392084,Tlalpan,CDMX,32,3,652.34375,1,1,3349.15007221859
IGNACIO CHAVEZ (U HAB),14430,2948.441725,19.29708277,-99.10428997,Tlalpan,CDMX,7,1,777.4285714285714,1,1,2266.4687637002066
RESIDENCIAL INSURGENTES SUR (U HAB),14430,2357.936779,19.27891724,-99.17237447,Tlalpan,CDMX,48,1,679.6875,1,1,2316.957532523172
MIGUEL HIDALGO,14440,2620.491756,19.28651997,-99.18596175,Tlalpan,CDMX,32,0,623.0625,1,0,1771.7323379808975
SANTISIMA TRINIDAD,14449,1809.71,19.27198816,-99.18598058,Tlalpan,CDMX,4,0,399.0,1,0,1738.2225802277626
JARDINES EN LA MONTAA,14450,8986.96822,19.30107075,-99.2037663,Tlalpan,CDMX,15,2,1246.4666666666667,1,1,2800.5299969285848
LA  LONJA,14470,2349.645665,19.29123932,-99.1804253,Tlalpan,CDMX,34,0,502.2352941176471,1,0,1774.5824691543103
LOMAS DE TEXCALATLACO,14476,351.59,19.23791624,-99.15118575,Tlalpan,CDMX,5,0,1106.8,1,0,1737.0842867706265
ORIENTE (AMPL),14476,730.32,19.25236693,-99.1620407,Tlalpan,CDMX,3,0,722.6666666666666,1,0,1735.91909733741
PLAN DE AYALA,14476,548.117907,19.23907478,-99.14898654,Tlalpan,CDMX,4,0,750.0,1,0,1737.0513707868677
LA PALMA,14479,734.5786861,19.24987853,-99.15708565,Tlalpan,CDMX,4,0,778.0,1,0,1736.9579409739185
VIVEROS DE COACTETLAN,14479,737.5062025,19.24428211,-99.15362715,Tlalpan,CDMX,6,0,1055.6666666666667,1,0,1738.4783861482765
SAN MIGUEL TEHUISCO-LOS ANGELES-AYOMETITLA,14500,274.53,19.21147635,-99.15609573,Tlalpan,CDMX,2,0,850.0,1,0,1734.2707353973776
LOS PASTORES,14550,187.49,19.19896061,-99.14990123,Tlalpan,CDMX,2,0,652.0,1,0,1734.9314176460875
PEDREGAL DE SN NICOLAS 3A SECC,14600,1307.03,19.28420811,-99.23658971,Tlalpan,CDMX,7,0,1339.2857142857142,1,0,1738.7554907996205
TORRES DE PADIERNA,14600,1657.940759,19.28101974,-99.22823182,Tlalpan,CDMX,10,0,1141.8,1,0,1743.0848932196932
ISSSFAM No. 1 (U HAB)-VILLA TLALPAN,14630,3010.120066,19.27744962,-99.16200473,Tlalpan,CDMX,64,2,519.21875,1,1,2862.907120938835
PEDREGAL DE STA URSULA XITLA,14630,1660.865011,19.27365912,-99.17822014,Tlalpan,CDMX,25,1,401.16,1,1,2289.7469061553707
TLALCOLIGIA,14640,2044.591134,19.27587608,-99.17143435,Tlalpan,CDMX,51,1,2439.3529411764707,1,1,2314.7563540015467
CLUB DE GOLF MEXICO-SAN BUENAVENTURA,14645,3501.609754,19.27824993,-99.15732624,Tlalpan,CDMX,33,1,505.0,1,1,2299.188244964896
COLINAS DEL BOSQUE-LAS TORTOLAS,14648,3052.217696,19.27747337,-99.1492407,Tlalpan,CDMX,19,3,726.9473684210526,1,1,3332.995912769133
EJIDOS DE SAN PEDRO MARTIR I (NORTE),14650,1694.968372,19.27210201,-99.15683265,Tlalpan,CDMX,20,1,519.05,1,1,2283.2361395598127
FOVISSSTE SAN PEDRO MARTIR ( U HAB),14650,2697.85,19.274454,-99.16081154,Tlalpan,CDMX,40,2,551.75,1,1,2833.435081512675
LA JOYA,14650,2461.57219,19.28074345,-99.16465317,Tlalpan,CDMX,84,3,652.1666666666666,1,1,3412.7715577451727
LOS VOLCANES,14650,1551.259942,19.26989433,-99.17492854,Tlalpan,CDMX,32,0,3292.875,1,0,1762.8237636064823
MOVIMIENTO ORGANIZADO DE TLALPAN-EL MIRADOR (RNCDA),14650,1786.39,19.26678342,-99.1528576,Tlalpan,CDMX,7,0,461.4285714285714,1,0,1741.684706108656
TECORRAL,14650,875.1419259,19.25962204,-99.16645566,Tlalpan,CDMX,3,0,678.3333333333334,1,0,1736.067027874579
VILLA LAZARO CARDENAS,14650,2529.748318,19.29694789,-99.14025337,Tlalpan,CDMX,72,3,634.7916666666666,1,1,3398.14778936428
ZACATIENDA,14650,730.32,19.25808429,-99.16407162,Tlalpan,CDMX,3,0,804.0,1,0,1735.647705975987
DOLORES TLALI,14654,1037.964,19.24209934,-99.1464322,Tlalpan,CDMX,4,0,750.0,1,0,1737.0513707868677
AMPLIACION MIGUEL HIDALGO 4A SECC,14657,1021.547226,19.27297696,-99.21020052,Tlalpan,CDMX,10,1,751.9,1,1,2270.224383131266
ATOCPA SUR,14657,679.26,19.25440104,-99.18542385,Tlalpan,CDMX,0,0,0.0,0,0,1734.6600400900822
"AYOCATITLA,  ASUNCIN",14657,274.53,19.18686409,-99.14588831,Tlalpan,CDMX,0,0,0.0,0,0,1734.6600400900822
BOSQUE DE TEPEXIMILPA,14657,947.65,19.27503177,-99.18828741,Tlalpan,CDMX,10,0,514.9,1,0,1745.1767199960382
CRUZ DEL FAROL,14657,897.579281,19.26945466,-99.21129104,Tlalpan,CDMX,7,1,788.2857142857143,1,1,2266.432535813553
DIAMANTE,14657,947.65,19.27128309,-99.19266363,Tlalpan,CDMX,2,0,308.0,1,0,1736.0792696337455
EL ARENAL,14657,514.4148,19.20533519,-99.13906476,Tlalpan,CDMX,2,0,700.0,1,0,1734.7712522524612
FUENTES BROTANTES MIGUEL HIDALGO (U HAB),14657,2194.062107,19.28185897,-99.18544606,Tlalpan,CDMX,35,0,584.0857142857143,1,0,1775.532831131429
LA GUADALUPANA,14657,274.53,19.19619091,-99.14990414,Tlalpan,CDMX,1,0,704.0,1,0,1733.5344263932748
LA LIBERTAD - IXTLAHUACA,14657,274.53,19.19123127,-99.14846857,Tlalpan,CDMX,0,0,0.0,0,0,1734.6600400900822
LOMA BONITA-AMPLIACION TEPEXIMILPA,14657,941.8154348,19.27052282,-99.1922805,Tlalpan,CDMX,2,0,308.0,1,0,1736.0792696337455
MIRADOR 2A y 3A SECC,14657,827.5209836,19.27017578,-99.1840766,Tlalpan,CDMX,4,0,287.75,1,0,1738.5937968952828
PARAJE 38,14657,686.67,19.26508081,-99.20830836,Tlalpan,CDMX,3,0,668.6666666666666,1,0,1736.09928340524
SN JUAN  TEPEXIMILPA (AMPL),14657,947.65,19.27266966,-99.19276051,Tlalpan,CDMX,2,0,308.0,1,0,1736.0792696337455
SN JUAN TEPEXIMILPA,14657,947.65,19.27331091,-99.19013904,Tlalpan,CDMX,4,0,439.0,1,0,1738.0891090664072
TEPETONGO,14657,1752.969266,19.27109369,-99.18826953,Tlalpan,CDMX,3,0,452.0,1,0,1736.822252195916
